uri,title,text,type,authors,tags,organisation,date
http://dzdecqfjn907w.cloudfront.net/J000523/Abstracts/193_King.pdf,Abstract 193,"myeNURSE: working together to improve outcomes for those with myeloma, a focus||on best practice and information sharing",Meeting Room 220,Tracy King,Nurses Symposium: Free Communication,Royal Prince Alfred Hospital,15/11/2016
http://dzdecqfjn907w.cloudfront.net/J000523/Abstracts/194_Steele.pdf,Abstract 194,Trial Of The Use Of Methoxyflurane Inhalation For Analgesic Control During Bone||Marrow Biopsy In A Haematology Outpatient Department.,Meeting Room 220,Andrew Steele,Nurses Symposium: Free Communication,Sir Charles Gairdner Hospital,15/11/2016
http://dzdecqfjn907w.cloudfront.net/J000523/Abstracts/195_Krishna.pdf,Abstract 195,Facilitating Effective Transition from Secondary to Primary Care: Trial of a New||Nurse-Led Model for Haematology Patients Post Cancer Treatment Discharge,Meeting Room 220,Anne Krishna,Nurses Symposium: Free Communication,Palmerston North Hospital,15/11/2016
http://dzdecqfjn907w.cloudfront.net/J000523/Abstracts/196_Vassili.pdf,Abstract 196,Understanding MPNs,Meeting Room 220,Catherine Vassili,Nurses How To - Understanding MPNs,MDS/MPN Special Practice Network,15/11/2016
http://dzdecqfjn907w.cloudfront.net/J000523/Abstracts/197_Wall.pdf,Abstract 197,Understanding cytogenetics,Meeting Room 217,Meaghan Wall,Nurses How To - session 2,St Vincent's Hospital,15/11/2016
http://dzdecqfjn907w.cloudfront.net/J000523/Abstracts/198_Botti.pdf,Abstract 198,Developing a robust clinical audit: How to get from your idea to||presentation/publication,Meeting Room 218,Mari Botti,Nurses How To - session 3,Deakin University,15/11/2016
http://dzdecqfjn907w.cloudfront.net/J000523/Abstracts/199_Hart.pdf,Abstract 199,Allograft donor selection,Meeting Room 220,Cathie Hart,Nurses Symposium: Focus on Transplant/Apheresis,Australian Red Cross Blood Service,15/11/2016
http://dzdecqfjn907w.cloudfront.net/J000523/Abstracts/200_Hill.pdf,Abstract 200,Apheresis case study: What to do when you’re not U,Meeting Room 220,Aaron Hill,Nurses Symposium: Focus on Transplant/Apheresis,Victorian Comprehensive Cancer Centre,15/11/2016
http://dzdecqfjn907w.cloudfront.net/J000523/Abstracts/201_Elwood.pdf,Abstract 201,Establishment of an Australian cord blood-derived iPSC bank for clinical use,Meeting Room 211,Ngaire Elwood,BMTSAA Symposium: Novel cellular therapies,Murdoch Childrens Research Institute,13/11/2016
http://dzdecqfjn907w.cloudfront.net/J000523/Abstracts/202_Crompton.pdf,Abstract 202,How could cord blood help children with cerebral palsy?,Meeting Room 211,Kylie Crompton,BMTSAA Symposium: Novel cellular therapies,Murdoch Childrens Research Institute,13/11/2016
http://dzdecqfjn907w.cloudfront.net/J000523/Abstracts/203_Pepe.pdf,Abstract 203,Cord blood adjunct therapy in cardiopulmonary-bypass surgery for congenital||heart diseases,Meeting Room 211,Salvatore Pepe,BMTSAA Symposium: Novel cellular therapies,Murdoch Childrens Research Institute,13/11/2016
http://dzdecqfjn907w.cloudfront.net/J000523/Abstracts/204_Fleming.pdf,Abstract 204,Immunotherapy in acute lymphoblastic leukaemia,Meeting Room 211,Shaun Fleming,BMTSAA Symposium: Immunotherapies,Alfred Health,13/11/2016
http://dzdecqfjn907w.cloudfront.net/J000523/Abstracts/205_Watson.pdf,Abstract 205,Initial comparison of 3 apheresis platforms for supporting the collection of||CD3+ cells for CAR-T production,Meeting Room 211,Doug Watson,BMTSAA Symposium: Immunotherapies,Cell Therapies Pty Ltd,13/11/2016
http://dzdecqfjn907w.cloudfront.net/J000523/Abstracts/206_Tong.pdf,Abstract 206,Pre-apheresis T cell counts can be used to calculate additional blood volume to||be processed for donor lymphocyte cryopreservation,Meeting Room 211,Daochen Tong,BMTSAA Symposium: Free Communications: 'Cases from the bench',Westmead and Children's Hospital,13/11/2016
http://dzdecqfjn907w.cloudfront.net/J000523/Abstracts/207_Palladinetti.pdf,Abstract 207,Inter-laboratory Comparison of Viable CD34+ in Aliquots of Cryopreserved HPC,Meeting Room 211,Patricia Palladinetti,BMTSAA Symposium: Free Communications: 'Cases from the bench',Agency for Clinical Innovation - BMT Network,13/11/2016
http://dzdecqfjn907w.cloudfront.net/J000523/Abstracts/208_Chiappini.pdf,Abstract 208,"Sepax II vs Spectra Optia, a comparison of two technologies for red blood cell||depletion",Meeting Room 211,Paul Chiappini,BMTSAA Symposium: Free Communications: 'Cases from the bench',Pathwest Fiona Stanley Hospital,13/11/2016
http://dzdecqfjn907w.cloudfront.net/J000523/Abstracts/209_Trickett.pdf,Abstract 209,"Thaw, Wash and Infusion of Unrelated Donor HPC, Cord Blood",Meeting Room 211,Annette Trickett,BMTSAA Symposium: Free Communications: 'Cases from the bench',SEALS Pathology,13/11/2016
http://dzdecqfjn907w.cloudfront.net/J000523/Abstracts/210_Hill.pdf,Abstract 210,BMTL Pathwest: from concept to production,Meeting Room 211,Celeste Hill,BMTSAA Symposium: Free Communications: 'Cases from the bench',Pathwest BMTL Fiona Stanley Hospital,13/11/2016
